<!--                                                                                                                                                                                                                                                                -->
<!--                                                                                                                                                                                                                                                                -->
<!--                                                                                                                                                                                                                                                                -->
<!--                                                                                                                                                                                                                                                                -->
Feature ID	Data Definition	Alternate Name	Name	Y. pestis harvested from rat bubo, 48 to 72h after infection	Y. pestis harvested from rat bubo, 48 to 72h after infection	Y. pestis harvested from rat bubo, 48 to 72h after infection	Y. pestis harvested from rat bubo, 48 to 72h after infection	Y. pestis harvested from rat bubo, 48 to 72h after infection	Y. pestis harvested from rat bubo, 48 to 72h after infection	Y. pestis grow in LB/MOPS at 37C, stationary phase	Y. pestis grow in LB/MOPS at 37C, stationary phase	Y. pestis grow in LB/MOPS at 37C, stationary phase	Y. pestis grow in LB/MOPS at 37C, stationary phase	Y. pestis grow in LB/MOPS at 37C, stationary phase	Y. pestis grow in LB/MOPS at 37C, stationary phase	Y. pestis grow in LB/MOPS at 21C, log phase	Y. pestis grow in LB/MOPS at 21C, log phase	Y. pestis grow in LB/MOPS at 21C, log phase	Y. pestis grow in LB/MOPS at 21C, log phase	Y. pestis grow in LB/MOPS at 21C, log phase	Y. pestis grow in LB/MOPS at 21C, log phase	Y. pestis grow in LB/MOPS at 37C, log phase	Y. pestis grow in LB/MOPS at 37C, log phase	Y. pestis grow in LB/MOPS at 37C, log phase	Y. pestis grow in LB/MOPS at 37C, log phase	Y. pestis grow in LB/MOPS at 37C, log phase	Y. pestis grow in LB/MOPS at 37C, log phase	Y. pestis grow in LB/MOPS at 21C, stationary phase	Y. pestis grow in LB/MOPS at 21C, stationary phase	Y. pestis grow in LB/MOPS at 21C, stationary phase	Y. pestis grow in LB/MOPS at 21C, stationary phase	Y. pestis grow in LB/MOPS at 21C, stationary phase	Y. pestis grow in LB/MOPS at 21C, stationary phase	Data Submitter
ABY-0118194	signal	YPO0872		17.7	90.2	57.4	37.3	91.4	122.7	50.9	69.8	86.2	56	77	53.7	3.5	2.2	1.7	5.4	3.7	2	12.6	13.6	32.9	6.9	13.7	11.1	56.6	80.8	51.1	60.5	89.8	64	YU QIU
ABY-0118195	signal	YPO0873		36.6	37	89.3	17.6	37.5	25.4	36.2	25.8	23.9	9	38.2	29.3	90.9	93.8	96.1	151.9	92.9	97.7	53.3	55.5	31.5	35.7	57	45.2	42.8	33.6	107.7	80.5	91.1	75.2	YU QIU
ABY-0118196	signal	YPO0874		206.6	252.8	152.3	191.7	164.9	174.9	307.1	459.6	337.7	319.1	345.4	430.6	117.9	104.3	99	99.6	106.6	136.1	126.1	162.3	145.9	138	190.4	180.4	279.2	213	216.9	203.1	209.2	230.1	YU QIU
ABY-0118197	signal	YPO0875		143.6	148	165.4	118.9	131.7	103.8	92.1	123.7	97.4	125.9	101.6	142.1	25.1	34.8	31.7	28.4	39.8	37.8	49.2	69.7	52.7	58	42.9	63.5	87.3	71.1	127.2	87.3	76.5	79.4	YU QIU
ABY-0118198	signal	YPO0876		3.5	6.6	1.6	9.4	3.6	6	16.5	38.2	56.3	12.1	19.8	25.7	2	17.4	3.2	1.8	9.8	4.6	4.5	7.4	15.8	8	28	18.6	21.9	12.2	5.5	28	19.4	4.1	YU QIU
ABY-0118199	signal	YPO0877		85.3	93.2	67.1	80.7	49.3	49.4	52.8	57.4	34	70.3	51.8	61	10	2.7	12.4	7.8	10.3	25.1	8.9	16.7	8.9	13.1	33.6	14.9	65.2	8.8	27.7	55	58.5	32.7	YU QIU
ABY-0118200	signal	YPO0878		27.8	43.9	9.6	22.9	50.4	40.3	38.8	66.8	30	33.8	30.5	42.7	19.9	11.6	13.1	4	7.6	17.7	11.5	18.3	5.8	19.9	3.3	14	31.3	34.1	4	31.9	39.3	9.6	YU QIU
ABY-0118202	signal	YPO0879		29	56.8	53.6	22	51.7	42.2	21.2	6.9	34	29.5	22.9	18.3	10.7	15.1	18.8	19.3	19	18.7	19.4	25.5	18.5	27.6	37.8	22.2	52.9	32.6	51.1	67.5	43.8	33.2	YU QIU
ABY-0118203	signal	YPO0880		37.7	40.9	51.3	102.4	84.8	20.1	56.7	165.6	80.7	79.7	64.5	92.9	32.7	23.9	30.9	20.7	38	35.6	26.3	22.4	46	21.6	55	49.6	65.2	77.8	103.5	73	51.5	51.5	YU QIU
ABY-0118205	signal	YPO0881		1098.9	1008.5	988.2	773.4	1171.1	589.1	2261.8	5415.9	2420.4	2706.5	2389.2	3243.1	395.3	364.3	413.7	474.7	370.2	442.5	838.7	1192.1	852.1	827.2	971.1	838	1410.3	1361.3	1558.7	1412.3	1398.9	1521.2	YU QIU
ABY-0118208	signal	YPO0882	mqsR	372.2	559.5	594.5	485.9	546.8	471.5	997.1	1353.8	1071.6	1236.2	1130	1649.2	184.7	142.5	176.1	219.8	173.2	163.3	370.1	492.5	352.6	418.6	448.3	479.8	589.3	540.6	553.1	598.2	683.7	697.2	YU QIU
ABY-0118209	signal	YPO0883		381.8	402.3	386.4	325.3	421.2	176.3	755.7	1194	708.3	825.3	866.3	872.3	141.4	151.1	130.4	198.5	152.8	167.6	304.4	404.5	383.9	347.5	372.2	341.7	597.2	724.2	764.9	636	810.3	784.8	YU QIU
ABY-0118212	signal	YPO0884		373.6	342.3	373.4	245.3	362.9	313.6	384	901.9	284.8	510.2	439.4	578.2	124.8	100.7	103.8	109.7	117.6	144.6	162.6	175.8	109.4	134.3	189.2	192.9	392.2	300.2	599.1	285.5	496.4	427.6	YU QIU
ABY-0118215	signal	YPO0887		100.8	141.6	141.2	79.3	171.4	29.1	79.9	117.3	69.5	70.4	59.8	72	87.4	93.4	90	89.8	54.7	109.7	77.6	62.3	78.6	84.7	79.2	69	127.4	100.9	153.6	128	123.9	120.2	YU QIU
ABY-0118218	signal	YPO0888	lysS	2153.5	1940.2	2238.9	2208	2436.1	2446.6	1034.7	1290.9	1176.9	1111.2	991.8	1005.5	4235	4540.9	4098.9	4041.6	3563.1	4471.3	3976.5	3635.3	3935.3	3665.1	3971.5	4023.8	448.9	383.1	517	463.1	438.3	538.9	YU QIU
ABY-0118223	signal	YPO0889	prfB	496.6	637.1	843.6	623.7	801.8	439.2	583.8	390.5	435.6	478.1	510.3	549.7	834.7	895.5	1133.7	1094.7	1182.6	916.9	1511.6	1423	953.4	1332.3	930.6	871	285.5	323.1	230	284.3	337.5	335.3	YU QIU
ABY-0118226	signal	YPO0890	recJ	582.2	690	837.3	666.5	799.6	564.3	548	563.2	655.2	674.3	650.6	601.8	908.4	1039.1	1044	1079.2	1000.7	950.6	1013.2	1017.7	922.6	1190.6	1025.1	857.1	495.9	393.6	464.2	420.9	345.5	378.5	YU QIU
ABY-0118229	signal	YPO0891	dsbC	959.1	1099.2	1076.8	924.7	931.3	739.7	893.2	924	894	847.4	953.4	919.1	1239.1	1259.5	1410.7	1368.8	1328.9	1344.3	1177.5	1101	1360.4	1160.4	1412.1	1269.2	1098.9	991.1	1047.6	1052.3	971.4	1003	YU QIU
ABY-0118231	signal	YPO0892	xerD	491.2	426	728.4	513.3	639.1	472.5	585.1	541.1	598	622	659.5	681.4	411	635.9	645.6	629.8	633	610.7	792.4	847.1	713.5	706.1	687.3	668.6	543.5	522.1	432.9	549.3	574.4	585.3	YU QIU
ABY-0118233	signal	YPO0893	fldB	174.4	102.6	168.8	104.4	120.1	102.6	69.4	124.8	98.5	98.6	80.3	61.1	135.8	129	114.8	120.1	107.8	124.7	101.3	74.2	85.5	87.6	58.4	79.4	137.8	132.7	224.4	164	143.5	117.8	YU QIU
ABY-0118236	signal	YPO0894	creD	487.3	473.7	577.2	530.5	495.4	525.1	901.8	582.5	677.4	606.9	667.6	556.4	184.1	314.3	298.6	316.2	245.3	282.3	497.4	431.3	603	484.2	483.7	674.1	679.3	657.6	576.2	649	624.2	675.3	YU QIU
ABY-0118243	signal	YPO0895	creC	307.4	283	288.6	211.8	246.3	245	297.6	220.8	268.3	262.7	262.4	224.4	248.1	278	260.8	326	240.7	261.7	264.1	226.4	239.4	184.2	172	174	168.4	195.7	282.1	233.7	220.1	178.6	YU QIU
ABY-0118248	signal	YPO0896	creB	357	227.4	386.5	224.6	350.6	207.9	170.3	177.1	152.2	115.1	143.9	133.2	434	455	398.1	542.4	504.5	515	352.1	285.8	256.5	263.8	295.8	293.3	88.3	161.4	244.2	179.4	109.9	151.7	YU QIU
ABY-0118251	signal	YPO0896a	ygfX	279.1	277	301.4	227.8	289	282.7	117.2	265.2	131.9	165.6	171.8	156.4	284	255	251.2	276.9	291.6	277.9	274.5	247.5	225.2	253.8	209.3	179	165.7	152.8	178.5	177.7	149.2	140.1	YU QIU
ABY-0118252	signal	YPO0897	ygfY	340.9	386.5	426.8	244.8	335.8	350.4	218.1	414.4	198.7	163.4	139.2	217	289.2	359.3	337.6	421.6	416	456.3	456	303.4	342.1	304.7	350.2	356	197.9	188.5	296.1	199.1	219.5	259.1	YU QIU
ABY-0118253	signal	YPO0898	ygfZ	588.1	470.5	423.2	545.8	529.9	535.5	462.5	453.5	339.8	396.1	394.4	441.9	844.2	831	779.5	774.8	730.1	796.7	656.9	554	598.4	551.8	570.2	502	705.2	713.7	705.1	721.8	661.6	696.3	YU QIU
ABY-0118254	signal	YPO0899		101.5	148.3	251.2	106.8	114.6	80.9	546	477.4	582.4	498.6	509.7	454.2	113.4	124.9	162	138.9	142	158.8	820.8	785.7	575.1	515.2	451	329.1	130.6	123.5	122	110.6	151	138.8	YU QIU
ABY-0118259	signal	YPO0900	yqfA	201	265.1	314.2	275.1	173	249.8	199.5	180.1	282.3	193.8	177.6	195.1	168.9	142.7	147.8	115.5	122.7	131.3	107.8	117.9	103	105	121.3	98.5	379.2	382.7	454.2	369.2	482.6	394.7	YU QIU
ABY-0118267	signal	YPO0901		12.6	35.9	48.5	46.7	82.5	41.6	32.1	51.7	47.4	55.5	49.7	36.8	27.4	24.8	13.3	23	24	21.3	21	35.4	21.5	19.4	33.4	35.5	27.2	28.9	84.8	37.2	31.8	36.4	YU QIU
ABY-0118268	signal	YPO0902		228.1	254.1	211.3	220.8	232.1	252.7	870.5	474.9	523.5	791.7	640.9	507.5	107.9	89.7	77.6	92.6	69.3	70.5	189.1	257.8	270.6	247.8	251.5	205.8	217.6	211.8	226.3	250.3	209.7	225.7	YU QIU
ABY-0118270	signal	YPO0904		208.8	272	142.9	287.6	176.2	333.1	499.2	790.8	547.5	425.8	476.2	450.9	145.7	125.8	108.3	133.1	111.7	129.1	53.6	75.4	52.8	45.7	61.4	48.7	871.4	610.3	844.4	779.6	821.8	830.4	YU QIU
ABY-0118271	signal	YPO0905	gcvP	1766.7	1513	1275	1894.5	1122.1	1646.7	1017.1	1106.8	1070.6	1078.8	1041.7	961.3	3286.6	3677.1	3612.5	3675.2	3546.1	3853.1	2100	2120.6	2547.4	2693.4	2415	3072.9	479	405.8	400	472.3	497.2	432.4	YU QIU
ABY-0118273	signal	YPO0906	gcvH	1388.4	1404.9	1209.9	1998.9	1026.1	1468.8	1168	1404.8	1066.5	1149.3	1100.8	1072.7	3624.9	3814.8	3776	3521.7	3399.5	3596	2347	2293.3	2878.1	2738	2587.2	2911.5	593.4	736.8	996.3	705.9	769.4	837	YU QIU
ABY-0118276	signal	YPO0907	gcvT	1437	1467.5	1320.9	1666.8	1156.1	1389	1273	849.5	1362.6	1411.2	1476.8	1288.5	4252.4	3938.9	3758.4	3752	3404.5	3697	2477.3	2149.3	2319.5	2722.2	2076.9	2703.9	1009	1016.3	932.8	938	1122.1	1059.6	YU QIU
ABY-0118278	signal	YPO0908	visC	582.8	395.4	439.2	495.7	536.2	418.7	432.4	383.5	421.7	408	442.5	415.2	468.8	697	674.6	610.6	598.6	546.2	630.7	551.4	641.3	581.4	603.1	738.8	259.1	274.5	317.7	298.8	320.4	313.1	YU QIU
ABY-0118282	signal	YPO0909	ubiH	1594.8	1235	1765.1	1212.8	1382.8	1072.2	1932.7	1680.2	1843.9	1809.9	1861	1655.7	1420.1	1838	1903.5	1783.5	1961.2	1883.7	2260.9	1989	2166.8	2152.2	2226	2193.4	1213.4	1148.4	1302.1	1316.6	1201.3	1110.5	YU QIU
ABY-0118285	signal	YPO0910	pepP	650.4	577.1	917.6	764.1	624.9	694.2	963.4	610.9	845.8	763.7	606.9	727.8	1048	1123.2	928.3	1109.7	1018.9	942.8	904.2	933.1	1007.4	942.6	984.2	1058.6	831.5	804	537.8	724.4	613	721	YU QIU
ABY-0118288	signal	YPO0911	ygfB	592.3	710.1	960.5	701.8	859.8	657.6	930.4	1110.6	1046.7	1029.8	1000.4	1045.1	1123.6	1253.6	1561.4	1619.9	1502	1570.9	1268.7	1237.2	1109	1014.5	1096.2	938.4	1345.1	1323.7	1296.5	1168.3	1202.6	1178.3	YU QIU
ABY-0118289	signal	YPO0912	zapA	947.3	1391.7	1646.3	1310.1	1402.1	1124.2	1235.4	1093.6	1152.1	1450.9	1520.6	1557.1	3604.1	3061.8	2850.1	2834.9	2834.7	2879.4	2048.8	2066.2	1316.6	1368.3	1174.4	1203.6	2713.4	3632.3	3178.7	3075.6	3171.3	3481.4	YU QIU
ABY-0118291	signal	YPO0913	ygfA	1144.2	1110	1252.7	1531.2	1689.4	1268.5	748.9	1166.8	891.5	887.9	920.4	889	763.3	798.9	988.7	958.4	893.6	833.9	1126.9	904.8	790.7	881.9	819	693.5	893.6	1101.1	917.2	836	925.2	872.4	YU QIU
ABY-0118293	signal	YPO0914	serA	2046.8	1558	1890.9	905.6	1889.5	1563.4	370.3	210	304.2	366.8	324.8	324.2	1380.5	1345.3	1280.3	1526.7	1376.1	1526.8	795.4	721.9	639.7	697.4	695.7	758.1	324.8	262.8	183	295.2	226.9	260.5	YU QIU
ABY-0118299	signal	YPO0915	rpiA	340.7	538.6	779.9	652.6	517.5	364.6	917.1	753.9	804.7	764.5	799.4	691.8	749.4	704	767.3	844.7	827.3	763.7	594.9	598.7	576.9	591.4	546.3	600	1065.4	910.5	660.7	761.5	810.7	826.9	YU QIU
ABY-0118300	signal	YPO0916	argP	734.3	1020.1	881.9	801.9	708.2	851.9	724.3	450.8	626.7	703.5	648.9	689.5	825.5	934.5	1357.5	1380.9	1341.7	1207.3	794.5	789.6	723.9	829.6	719.4	758	1333.2	1743.7	1388.1	1240.8	1400	1490	YU QIU
ABY-0118304	signal	YPO0917	yggE	1968.6	1556.6	1872.4	1721.9	1624.9	1650.9	3716.7	2487.3	3358.8	3250.2	2866.7	2746.3	2165.6	3001.4	2193.7	2508.6	2336.8	2362.7	1352.3	1284	1487.3	1587.1	1564.6	1836.1	3701.6	3524.3	3021.6	3273.8	2964.5	3001.1	YU QIU
ABY-0118305	signal	YPO0918	argO	71.3	100.4	104.6	63	111.8	43.4	71.5	97.7	81	54.8	64.8	54.5	47.9	66.9	44.4	48.2	61.6	37.3	57.8	47.3	54.4	48	50.6	53	73.5	50.7	70.1	106.3	109.2	99.5	YU QIU
ABY-0118313	signal	YPO0919	mscS	922.9	939.5	938.9	771.4	942.7	918.4	1357.2	1191.1	1224.2	1098.3	1086.9	1039.2	1286.6	1438.1	1440.4	1489.6	1495.1	1405.5	1304.4	1245.3	992.5	1172	1111.1	957.7	2238.1	2264.3	2213.4	2201.8	2302	2379	YU QIU
ABY-0118319	signal	YPO0920	fbaA	4710.1	3657.5	4210.6	3820.5	5086.9	4825.5	3368.8	2096.7	3494.5	3676.2	4008.6	3096.9	5161.8	4503	4030.2	3365.2	4349	3547.5	4337.3	4180.3	5039.4	5023.6	4670.2	4635.9	4561.4	4324.3	3649.1	4821.2	4422.5	4002	YU QIU
ABY-0118323	signal	YPO0921	pgk	6494.1	5321.7	5518.2	4361.8	6661.4	5332.7	3606.7	3221.6	3573	3438.3	3753.8	3613.1	2694.3	2966.1	3000.2	2862.5	3014.7	3034.2	3613.5	3606.6	4270.6	4656.3	4332.1	5154	3602.5	3774.3	3958	3860.1	4082.7	3923.9	YU QIU
ABY-0118326	signal	YPO0922	epd	979.3	1013	1190.3	1184.6	1302.2	958.7	1594	904	1425.4	1580.4	1328.2	1388.1	1313.7	1403.6	1086.5	1183	1074.9	1094.3	940.6	1039.3	952.5	849.3	911.6	908.6	2369.6	2627.3	2183.1	2341.6	2158	2356.6	YU QIU
ABY-0118343	signal	YPO0926	tktA	3406.1	2917.7	2929.4	2526.6	3034.5	3551.5	1730.6	1198.5	1710.9	1805.7	1788	1983	3809.5	4372.3	4223.5	4045.9	4308.7	3961.9	3974.5	3741.5	4422.5	4438.7	4216.9	3923.1	2002.8	1890.5	1720.3	1871	1708.4	1737.4	YU QIU
ABY-0118348	signal	YPO0927		358.1	369.6	385.7	370.9	401.2	359	322.4	347	329	345.6	371.4	334.5	506.9	521.6	463.2	473.7	519.1	419.6	581.5	492	481	540.4	476.8	503.1	367.7	374.9	361.3	410.6	393.5	408.2	YU QIU
ABY-0118350	signal	YPO0928		390.4	330.4	191.8	409.8	288.4	269.2	567.6	519.2	514	474.4	390.2	503.4	164.5	205	171.7	183.6	195.1	185.5	133.2	140.1	199.5	245.3	254.6	232.8	695.8	609.7	471.8	535.8	541.5	642.1	YU QIU
ABY-0118352	signal	YPO0929	speA	1418.5	1287	1449.4	1600.7	1323.9	1555	333.5	400.1	316.2	331.4	391.7	365.4	2082.9	2317.2	2790.1	2495.7	2520.6	2772.1	1325.6	978.3	1037.9	1201.3	964.8	1077.4	748.8	810.9	770.4	584	681.4	714.3	YU QIU
ABY-0118356	signal	YPO0931	metK	7231.5	6509.5	5966.5	5248.2	5514.9	6137.8	415.9	585.4	468	431.9	355.1	526.3	6729.3	6017.5	6150	6180.7	5536.7	6213.5	5625.3	5801.3	6554.4	6551.5	6143.3	5569.6	645.5	516.8	734	580.9	685.4	611.5	YU QIU
ABY-0118360	signal	YPO0932	sprT	120.8	190.3	365.9	79.7	227.5	107.6	88	208.7	125.7	174	117.2	169.8	203.2	155.4	171.6	181.6	205.1	205	360.6	286.3	180.8	157.4	135.3	68.7	91.1	128.3	130.9	111.7	106.1	69.5	YU QIU
ABY-0118362	signal	YPO0933	endA	86	109.7	187.7	135.8	107.6	176	90.5	174.1	86	106	105.1	116.8	126.1	141.7	189.8	188	203.4	185.1	251.1	241.7	142.5	184.7	186.2	110.4	43.2	64.3	27.6	42.7	61.5	65	YU QIU
ABY-0118363	signal	YPO0934	yggJ	288.4	263.3	625.1	290.4	443.2	305.8	401.1	405.9	324.6	378.8	332.8	336.3	989.1	964.3	1459	1255.1	1246.3	1234.5	984	934.7	623.1	722.9	608.9	491.7	428.9	342.4	415.7	338.2	375.8	387.1	YU QIU
ABY-0118364	signal	YPO0935	gshB	623.8	404.1	481.2	550.7	543.2	423.6	243.2	277.4	236.8	241.4	240.9	196.7	973	1099.8	1141.6	1093.5	1154.6	1038.3	637.2	528.4	641.2	564.9	583.6	495.9	258.2	248.9	267.7	191.5	234.1	226.1	YU QIU
ABY-0118365	signal	YPO0936	yqgE	219.3	335.8	345.3	247.3	337.6	267.9	120	240.5	185.4	168.3	144.9	131.4	520.9	511.1	541.5	612.4	469.9	579.5	387.3	347	302.5	253.9	284	222.3	109.6	100.9	127.1	83.6	119.7	77.4	YU QIU
ABY-0118366	signal	YPO0937	yqgF	352.2	413.7	308.1	409	306.7	438	242.7	283.2	260.1	264.2	222	266.8	898.4	1050.6	1183.3	909.7	1128.2	983.3	651.6	550.3	469.9	448.7	436	367.6	126.8	133.7	204.8	160.2	159.4	124.5	YU QIU
ABY-0118367	signal	YPO0938		559.7	552.7	770.4	663.1	611.2	653.7	1206.9	898.5	1199.7	1237	1275.9	1093.6	1680.9	1629.9	1647.2	1706.5	1897.8	1431	1323.2	1169.5	1253.1	1198.4	1200.8	1228.9	1745.4	1823.4	1612.5	1885	1517.8	1670	YU QIU
ABY-0118369	signal	YPO0939		612.3	718.5	479.3	696.2	781.1	753.2	724.2	788.4	773.5	758.8	789.6	720.1	947.4	991.8	1259	1137	1264.6	1153.5	833.5	738.3	819.7	922.5	746.6	776	887.6	754.7	851.9	736.3	760	723.2	YU QIU
ABY-0118370	signal	YPO0940	yggR	105	133.5	95	180	97	23.6	299.9	135.4	141.3	144.5	181.7	178.1	62.6	109.3	85.1	106.6	65.4	94	86	69.3	30.5	56.1	75.3	61.3	220.4	219.9	225.6	196.7	224.4	176.3	YU QIU
ABY-0118375	signal	YPO0941	yggS	724.1	806.8	1036.6	733.9	833.1	695.2	820.9	553.5	790.5	744.6	792.8	674.7	790.3	846.4	938.4	913.3	960.8	952.4	1404.8	1245.9	1137.4	1009.9	939.4	816	719.3	759.2	909.3	821.3	651.6	741.9	YU QIU
ABY-0118378	signal	YPO0942	proC	573.5	645.5	916.4	663.1	862.1	742.4	587.7	494	479.3	519.2	455.3	450	649	734.1	819.8	771.2	784.8	673.2	817	763.6	739.8	741.5	681.5	756.4	583.2	639.8	733.7	592.5	625.7	525.8	YU QIU
ABY-0118383	signal	YPO0943	yggT	445.9	511.1	614.3	465.6	482.4	502.9	367.8	281.4	307.5	370.8	223.1	326.3	525.6	552.1	583.5	596.1	516	510.5	557.9	603.3	426.2	418.2	341.5	314.4	314.2	295.2	300.8	281.6	306.3	366.5	YU QIU
ABY-0118389	signal	YPO0944	yggU	238	322.4	549.4	389	414.3	232.9	305.6	369.1	464.4	451.9	332.2	342.5	540.6	573.4	609.8	653.4	611.9	632.2	608.2	597.3	415.6	413	366	342.5	254.8	304.1	439.1	272.9	275.4	301.9	YU QIU
ABY-0118390	signal	YPO0945	yggV	403.6	585	711.6	527.3	586.3	512.1	259.4	400.7	370.9	266.4	363.2	363.1	634.6	787.7	800.8	787.7	792.8	823.1	797.5	658	627	697.8	672	502.2	239.5	197	246.5	185.5	244.8	202.4	YU QIU
ABY-0118392	signal	YPO0946	yggW	359.9	456.6	422	397.4	528.9	331.3	139.8	148.5	194.4	175.8	197.1	209.5	504.6	433.5	461.5	398.8	454.6	476.2	430.4	369.7	357.6	395	371.1	362.2	98.4	112	194.6	122.5	99.8	87.4	YU QIU
ABY-0118394	signal	YPO0947		70.1	188.2	66.1	112.2	116	100.7	28.2	102.6	59.2	53.6	35.9	37	6.6	24.1	4.2	15.6	15.3	15	31.6	36.4	22.2	29.6	35.2	48.2	10.4	69.1	32.9	67.2	51.4	10.8	YU QIU
ABY-0118396	signal	YPO0949		199.8	280	118.2	163.3	233.7	230.1	117.1	162.9	90.3	119.5	83.8	85.8	218.2	172.6	166.9	164.4	183.7	194.3	121.1	122.6	109.8	110.6	97.2	107.6	161.6	123.4	196.2	150.6	147.6	130	YU QIU
ABY-0118397	signal	YPO0950	yggL	297.3	338.5	255.4	233.8	337.8	207.5	156.4	224.4	199.1	114	152.2	113.7	826.5	907.1	600.3	670	541.4	591.2	337	274.5	373.6	290.9	306.3	345.1	382	368.8	340.5	395.4	431.1	347.1	YU QIU
ABY-0118398	signal	YPO0951	trmI	275.8	428.6	509.6	315.7	368.8	288.7	344.4	264.4	306.2	318.7	356.6	296.9	814.2	660.4	981.4	906.8	1001.6	807.9	804.8	782.7	645.6	679.4	580.4	535.5	797	678.2	694.1	761.6	644.7	680.6	YU QIU
ABY-0118400	signal	YPO0952	mutY	166.2	189.1	273.9	249.2	248	135.1	73.2	53.3	131.4	126.5	97.4	104.3	535.2	641.6	642.6	507.8	466	514.9	449.5	443.1	332.8	349.1	319.7	348.2	143.4	133	84.1	148.3	77.6	85	YU QIU
ABY-0118403	signal	YPO0953	yggX	549.3	491.3	647.7	356.8	519.7	385.7	461.3	465.1	466.6	440.5	494.9	446.3	990.5	950.2	1034.7	1061	903.2	981.9	714.1	586.9	634.8	597.4	651.9	626.3	456.5	390.8	467.4	350.1	541.3	470.4	YU QIU
ABY-0118404	signal	YPO0954	mltC	282.7	300.3	321.4	272.2	242.6	296.1	225.7	157.2	186.7	187.7	236.7	145.7	850.8	741	768.4	853.3	763.9	726.2	526.9	454.3	411	390.8	436.4	360.2	253.8	275.2	305.5	310.3	296.7	293.3	YU QIU
ABY-0118409	signal	YPO0955		85.3	75	252.9	6.8	106.7	75.1	25.8	3.3	2.3	29.3	15.8	13.7	88.7	67.7	68.9	82	91.5	75.1	136.2	56.9	29.2	36.7	36	29.2	29.1	18.8	5.2	20.4	4.2	3.7	YU QIU
ABY-0118410	signal	YPO0956		483.7	571.9	705.2	493.7	697.2	448.2	123	161.9	112.5	108.7	123.2	145	181	182.4	163.2	173.7	216.2	151.8	265.1	151.1	150.4	147.2	192.6	125.4	95.1	69.8	94.6	108	81.5	84.9	YU QIU
ABY-0118413	signal	YPO0957		464.7	461	198.6	784.2	143.9	564.9	288.4	424.4	374.2	266.4	284.8	271.6	135.5	164.9	145.6	150.1	117	122.6	98	94.6	120.4	90.2	117.5	114.6	291.5	236.8	339.3	286.6	290.3	298.4	YU QIU
ABY-0118423	signal	YPO0958		923.4	965.5	305.2	2300.8	399.1	1466.2	771.3	844.2	1106.4	808.1	964.4	908.5	264.9	327.7	351	363	323.6	327	204.9	238.1	220.3	220	252.8	289.7	754.8	988	1101.9	1121.4	1038.9	1032.8	YU QIU
ABY-0118428	signal	YPO0959		1230.1	1830.7	502.9	3432.4	704.3	1777.8	1011.4	1009.1	1193.9	1092.5	1173.2	1176.7	281.1	344	346.1	319	335.8	281	198.3	252	244.8	260.7	204.8	251.1	1264.7	1583.7	1870.3	1622.6	1968.2	1716.2	YU QIU
ABY-0118430	signal	YPO0960	speC	235.1	185.3	165.4	127.6	153.3	193.8	115.2	149	136.4	122.7	76.4	97.5	186.7	118.7	132.3	126.2	122.2	132.1	80.2	60.1	78.3	77.2	95.8	78.1	188.6	227.8	176.9	216.6	166.6	172	YU QIU
ABY-0118435	signal	YPO0962		23.2	89.2	36.1	53.7	65.5	104.9	43.6	64.4	63.2	40.4	41.5	68.1	13.5	20	19.1	2.7	16.9	8	11.5	15.1	13	18.6	16.6	27.4	38.9	22.9	10.5	19.6	13.1	6.2	YU QIU
ABY-0118439	signal	YPO0965		29.7	43.1	10.4	43	42.2	61.3	31.5	52.4	36.7	62.3	45.4	45.4	26.4	12.6	18.8	11.9	11.5	12.8	13.4	14.2	14.8	20.7	18.3	27	14.5	51.8	33.4	14.2	46.4	41.9	YU QIU
ABY-0118440	signal	YPO0966		88.8	129.9	78.9	79.4	105.1	132.4	98.8	157.4	85.9	70.8	91.1	88.8	33.1	28.7	40.4	37.3	46.6	40.8	45	63.1	37.8	55.1	51.9	59.7	101.9	107.1	170.7	84.7	74.8	92.2	YU QIU
ABY-0118442	signal	YPO0967		37.7	29.4	40.4	25.5	31.9	81.9	27.2	21.9	59.9	27.6	45.1	50.3	14.1	6.4	20.8	24.7	20.7	11.1	36.5	28.7	39.2	24.8	25.2	11.5	9.8	19	18.5	21.8	17.5	12.9	YU QIU
ABY-0118446	signal	YPO0968a		34.9	27.8	7.7	32.8	11.3	36.5	17.4	9.5	8.7	20.6	13.9	19	16.8	9	18.6	14.6	18.1	12.2	6.2	4	9.2	6.5	16.3	14.1	23.4	35.3	47.7	29.6	31.2	27	YU QIU
ABY-0118447	signal	YPO0969		84.1	162.8	80.3	106.1	136.1	120.4	74.4	81.8	79.1	93.7	114.5	56	41.5	42.9	35.4	40.8	34.9	52.5	39	41.8	28.3	29.3	52.9	35.6	91.4	48.9	47	63.4	69.8	62	YU QIU
ABY-0118448	signal	YPO0970		134.9	153.3	91.1	103.2	214.1	311.2	64.8	74.3	77.9	71.4	68.5	73.9	38.4	27	24.4	26.1	41.5	36.8	37.2	33.2	38.6	29.2	45.3	45.3	48	39.1	82.4	80.8	68.7	26.8	YU QIU
ABY-0118449	signal	YPO0971		40	11.4	8.4	6.5	7.6	16.1	8.9	2.2	4.4	34	3	13.6	29.6	20.5	19.9	17.5	25.6	12.7	17.1	7.8	21.8	3.8	4	16.3	8.9	2.3	5.2	5.6	22.5	1.1	YU QIU
