<!--                                                                                                                                                                                                                                                                -->
<!--                                                                                                                                                                                                                                                                -->
<!--                                                                                                                                                                                                                                                                -->
<!--                                                                                                                                                                                                                                                                -->
Feature ID	Data Definition	Alternate Name	Name	Y. pestis harvested from rat bubo, 48 to 72h after infection	Y. pestis harvested from rat bubo, 48 to 72h after infection	Y. pestis harvested from rat bubo, 48 to 72h after infection	Y. pestis harvested from rat bubo, 48 to 72h after infection	Y. pestis harvested from rat bubo, 48 to 72h after infection	Y. pestis harvested from rat bubo, 48 to 72h after infection	Y. pestis grow in LB/MOPS at 37C, stationary phase	Y. pestis grow in LB/MOPS at 37C, stationary phase	Y. pestis grow in LB/MOPS at 37C, stationary phase	Y. pestis grow in LB/MOPS at 37C, stationary phase	Y. pestis grow in LB/MOPS at 37C, stationary phase	Y. pestis grow in LB/MOPS at 37C, stationary phase	Y. pestis grow in LB/MOPS at 21C, log phase	Y. pestis grow in LB/MOPS at 21C, log phase	Y. pestis grow in LB/MOPS at 21C, log phase	Y. pestis grow in LB/MOPS at 21C, log phase	Y. pestis grow in LB/MOPS at 21C, log phase	Y. pestis grow in LB/MOPS at 21C, log phase	Y. pestis grow in LB/MOPS at 37C, log phase	Y. pestis grow in LB/MOPS at 37C, log phase	Y. pestis grow in LB/MOPS at 37C, log phase	Y. pestis grow in LB/MOPS at 37C, log phase	Y. pestis grow in LB/MOPS at 37C, log phase	Y. pestis grow in LB/MOPS at 37C, log phase	Y. pestis grow in LB/MOPS at 21C, stationary phase	Y. pestis grow in LB/MOPS at 21C, stationary phase	Y. pestis grow in LB/MOPS at 21C, stationary phase	Y. pestis grow in LB/MOPS at 21C, stationary phase	Y. pestis grow in LB/MOPS at 21C, stationary phase	Y. pestis grow in LB/MOPS at 21C, stationary phase	Data Submitter
ABY-0123364	signal	YPO2428	pheT	1330.9	1227.7	962.8	1275.8	1153.5	1787.3	1253.2	702.6	858.4	990	920	926.4	1914	2112.6	2060.4	2168.2	2316.5	1990.5	2233.1	1987	2388.9	2175	2150	2309.9	487.3	573.8	419.9	472.9	423.6	360.5	YU QIU
ABY-0123369	signal	YPO2429	pheS	699.8	749.8	817.5	797.4	764.8	1021.8	727.7	534.4	698.4	650.6	621.6	606	1490.9	1293.2	1509.6	1740.5	1810.9	1503.6	1388.8	1287.2	1186.2	1092.6	989.5	837.2	297.9	197.7	372.1	296	313	271	YU QIU
ABY-0123375	signal	YPO2430	rplT	6228.3	7372	7482.2	4651.9	6578	4800.2	9783.5	8438.3	10577.8	10155.2	10817.7	10421.7	9351.5	9538.3	10087.9	8185.4	10363.7	9789.7	9733	11356	13773.4	13114.1	13907.1	13419.3	3247.6	3670.4	3866.7	2897.7	3986.5	3442.2	YU QIU
ABY-0123379	signal	YPO2431	rpmI	3880.6	4223.3	3976.9	4435	4737.6	3350.6	5453.7	5014.2	5418	5876.3	4443.6	5952.9	6773.7	5183	4450.5	4500	4521.4	4759	5031.7	5694.4	5632.5	6122.2	6195.5	6430	1926.5	2225.2	1861.8	1823	2291.6	2305.3	YU QIU
ABY-0123382	signal	YPO2432	infC	13649.3	15651.9	10675.4	18072.8	19006.8	21791.8	19999.3	24044.8	22740.6	17289.4	17369.5	16742.7	17309.4	16685.2	13254	11910	12672.8	15121.1	16083.7	18463.5	22052.4	20188.8	22719.6	21727.8	21388	20344.9	21310.9	19390.4	18306.9	16330.9	YU QIU
ABY-0123384	signal	YPO2433	thrS	2356.6	2634.2	2872.6	2488.9	2855.5	2902.4	3444.5	1591	2939.8	3143.3	2897	3143.8	3220.8	3438.4	3525.6	3540.7	3790.1	3598.5	3320.3	3239.4	2931.1	2814.3	2968.8	2860.6	2127	2300.3	2185.6	2648.2	2497.8	2523.6	YU QIU
ABY-0123390	signal	YPO2434		211.3	356.9	167.8	265.6	84.2	326.3	116	140.1	108	114.8	118.4	100.1	87.8	105	108.8	122.3	119.3	128.6	76.4	111.7	81.6	91.6	62.3	93	265.5	171.6	262.1	203.4	209.5	249.1	YU QIU
ABY-0123391	signal	YPO2435		21.2	77.3	23.7	52.1	46.5	81.6	18.5	11.5	46.7	24.9	7.5	34.8	15.6	15.8	10	16.4	16.2	30	6.5	19	21.9	4.5	8.8	12.5	54.5	21.1	111.4	18.2	56	32.9	YU QIU
ABY-0123394	signal	YPO2436		684	834.1	690.3	654.4	508.5	612.4	659.4	635.2	557.5	630	687.6	765.9	388.3	305.5	346.7	353.5	341.3	326.6	630.8	654.2	407.7	599.3	508.8	475.5	572	534.7	449.8	525.5	651.4	727.5	YU QIU
ABY-0123396	signal	YPO2437	marC	276	300.4	263.9	249.5	221.8	234.3	224.6	225.7	158.5	185.6	203.8	198.7	176.6	153.9	149.3	175.2	133.9	163.3	128.1	146	115.8	117.3	122.7	105	464.2	424.9	419.4	365.5	398	476.9	YU QIU
ABY-0123403	signal	YPO2438		350.6	339.7	319.6	252.6	222.6	328	627.9	621.1	694.8	719.3	637.3	641.3	252.1	291.1	337.3	311	275.6	303.7	312.9	248	245.7	162.5	216.4	150	1509.9	1886.5	1466.9	1340	1563.4	1558	YU QIU
ABY-0123407	signal	YPO2439	yfeA	5138.8	5011.3	4602.3	2922.5	5882.2	6727.1	859.9	1251	886.2	1016.1	1034.9	919.6	358.7	391.9	459.2	421.4	422.7	414	557.1	472.5	492.6	523.1	625.2	493.8	550.5	586.6	545	633.1	660.2	614.1	YU QIU
ABY-0123409	signal	YPO2440	yfeB	2458.7	2215.7	3427.5	1317.2	2750.5	1830.8	533	665.8	485.8	529.3	476.5	501.9	292.9	336.4	307.6	346.8	269.6	376.7	349.9	307.2	254.3	247.6	284.1	252.1	292.2	312.4	366.8	365.4	331.8	368.2	YU QIU
ABY-0123414	signal	YPO2441	yfeC	613.1	557.3	1140.1	253.3	760.9	585.5	123.9	138.4	121.4	144.2	100.3	145.3	166.8	179.6	127	155.8	117.8	137.8	151.6	137.3	86.7	91.1	82	96	72.6	52.9	85.4	77.6	67.8	77.7	YU QIU
ABY-0123424	signal	YPO2442	yfeD	714.8	690.9	1213	321.4	1099.9	884.2	143.1	151.8	150.4	136.7	159.8	153.7	164.5	183.8	149.4	141.1	141.3	140.3	141.4	123.8	119.2	112.3	119.2	106.8	80	61.7	82.8	87.8	65	60.4	YU QIU
ABY-0123434	signal	YPO2443		26.4	48.4	57.2	22	39.9	43.6	19.3	24.6	24.8	12	10.2	20.5	7.7	9.6	7.1	6.2	11.9	16.8	7.4	8.6	3	16	7.8	8	5.2	1.9	27.6	3	1.3	1	YU QIU
ABY-0123436	signal	YPO2444	yniA	1493.2	1269.6	658.7	2297.3	563.1	2055.5	608.3	532.1	857	698.7	713.9	655.6	1247.7	1160.2	1006.9	1099.1	1104.5	1211.5	287.9	234.3	362.9	367.8	334	643.7	4015.2	3858.9	3639	4008.7	3657	3559.9	YU QIU
ABY-0123437	signal	YPO2445	yniB	390.6	691.4	625.3	590.4	510.9	548.9	610.6	425.5	524.4	550.5	620.6	604.6	276.7	301.1	220.3	311.2	288.5	297	404	421.2	351.5	286.2	364.5	178.1	1197.2	1210.2	907.1	1382.8	1120.5	1300.1	YU QIU
ABY-0123442	signal	YPO2446		217.6	249.8	186.8	197.1	246.1	281.6	326.4	319.4	309.8	323.4	318.1	299.4	185.3	163.9	197.5	205.5	203.8	197.9	190	186.8	163.3	163.7	183.3	189.8	449.1	475.6	437.8	478.9	501.5	424.5	YU QIU
ABY-0123450	signal	YPO2448	solA	348.9	286	386.2	334	401.1	365.7	180.8	165.5	209.4	203.1	256.1	183.1	436	443.9	446.2	576.7	523.4	506.9	270.6	254.3	170.8	276.6	216.3	200.6	327.3	408.6	302.1	318.2	284.1	311.2	YU QIU
ABY-0123451	signal	YPO2449		195.2	298.4	241.3	190.5	121.4	202.2	122.4	133.3	199.2	181	161.9	153.2	660.1	483.1	399.8	467.7	406.8	416.8	378.8	342.3	189.2	215.7	251.9	233.2	494.7	588	475.7	450	644.3	658.5	YU QIU
ABY-0123455	signal	YPO2450		157.5	204.7	174.7	154.4	158.4	122.2	181.4	202.5	200.6	190.2	190.4	155.9	371.9	286.1	275.5	314.9	288.8	291.6	163.1	150.2	86.5	96.7	129.5	118.4	267.4	265.1	300.3	209.3	220.2	217.7	YU QIU
ABY-0123464	signal	YPO2451	yceA	171.8	159.2	203.1	228.9	157.7	186.7	224.2	346.1	251.3	196.5	250.6	188.4	450.2	491.2	529.2	477	570.7	494.3	249	235.8	151.2	239.5	179.5	213.6	216.8	211.4	254.9	223.8	218	211.5	YU QIU
ABY-0123467	signal	YPO2452		85.1	167.3	117.1	118.6	105.3	143.5	118.1	179.2	120.4	124.8	140.2	130.1	153.9	161.4	157.7	146.4	157.1	148.5	99.1	87	67.8	71.3	95.1	57.5	72.1	122.3	114.3	111.5	114.5	114.2	YU QIU
ABY-0123468	signal	YPO2453		55.2	97.4	80	64.8	116	67.6	66.8	124.7	117.8	87.5	96.9	65.3	36.7	28	21.2	26.2	36.6	38.4	26.9	28.7	23.3	33.6	47.4	24.3	114.4	94.9	90	75.5	148	102	YU QIU
ABY-0123471	signal	YPO2454		40.6	85	26.1	58.7	36.5	40.1	16.5	10.8	15.2	27	33	24.6	50.4	24.9	25.6	31	25	30.7	10.9	9.7	4.7	5.1	8.3	6	40	8.5	88.2	18.6	45.8	31.3	YU QIU
ABY-0123472	signal	YPO2455		47.2	27.5	38.3	31.4	18.8	20.1	31.7	12.1	20	25.1	36.6	27.4	20.8	29.7	12.8	22.3	35.7	21.1	13.2	17.3	8.5	3.7	8.1	13.7	31.7	51.8	36.8	15.7	19.7	20.7	YU QIU
ABY-0123481	signal	YPO2456	ypeI	76.5	74.2	64.1	57.6	88.5	40.6	64.4	91.3	79.1	63.8	62.7	64	97.4	89.3	74.8	71	70.2	78.1	49.3	65.2	67.8	67.3	66.3	65.1	50	52.4	34.3	63.2	35.6	50.3	YU QIU
ABY-0123484	signal	YPO2457	ypeR	223	237.3	187	158.4	198.5	206.6	129.3	161.8	203.1	157.9	196.3	184.6	187.8	144.8	129.5	144.6	147.9	171.3	79.7	96.4	78.2	87.7	148.8	142.1	98.2	145.4	124.9	131	137.5	133.4	YU QIU
ABY-0123488	signal	YPO2458		182.4	182.6	111.8	149	121	176.2	69.6	48.1	34.9	89.3	57.6	65.5	17.7	39.8	26.2	25	21.7	34.8	42.9	54.2	59.1	66.6	64	53.6	50.6	79.9	152.3	43.5	64.2	52.2	YU QIU
ABY-0123493	signal	YPO2459		70.2	76.9	62	65.6	51	104.6	53	76.5	55.7	42.4	34.3	42.2	23.6	28.2	27.3	15.4	21.5	21.8	19.4	25.5	28	31.1	25	19.4	56.1	87.3	90.9	101.1	62.9	70.6	YU QIU
ABY-0123509	signal	YPO2460		183.3	228.1	162	175.7	119.7	156.7	139.1	225.3	204.1	264.2	181.9	187.7	79.2	63	67.9	78	83	92.8	142.1	123.9	126.9	115	109.8	113.5	227.6	163.1	190.7	185.9	149.1	130	YU QIU
ABY-0123511	signal	YPO2461		54.6	87.6	83.3	58	93.2	44	78	73.8	86.5	70.9	74.6	91.6	47.5	42.8	34.7	27.6	41	54.8	75.8	57.8	47.7	52.4	57	67	89.9	90.2	110.4	84.8	65.6	100.9	YU QIU
ABY-0123513	signal	YPO2462		544	379.4	478.2	427.7	390.1	510.9	305.1	217.6	270.4	282.8	219	242.7	501.2	517.3	382.8	411.4	396.4	411.7	344.2	334.9	383.2	403.7	391.5	460.1	328.7	299.6	297.3	363.9	355.1	374.3	YU QIU
ABY-0123515	signal	YPO2463		1071.4	843.6	915	882	839.5	1275.2	604.3	410.5	656.5	632.3	575.2	584.9	984.1	858.6	897.8	897.5	863.7	952.2	795.1	836.2	936.3	748.2	909.5	1013.6	1112.1	803.4	876.3	777.8	915.8	887.7	YU QIU
ABY-0123516	signal	YPO2464		492.7	675.2	483.5	493.1	604.5	760.2	624.8	370.3	453.4	488.7	635.6	361.2	904.8	1000.4	1103.6	1026.8	970.2	845.3	783	689.8	899.5	841.1	1053.2	1054.1	878.4	790.7	752.7	974.3	712.4	735.8	YU QIU
ABY-0123517	signal	YPO2465		273	292.2	357.6	311.8	358	366.8	281	224.8	286.2	349.7	364.8	283.8	622.1	641.6	558.5	537.1	508.1	504.3	369.5	373.7	402.8	410.9	413	401.2	519	486.2	487.3	569.8	525.8	607.9	YU QIU
ABY-0123520	signal	YPO2466		130	151.6	96.4	80	89	194	89.5	82.2	79.1	65.1	71.4	76.3	179.3	177.5	161.4	212.2	182.5	199.1	99.1	115.1	116.5	98.2	84.7	74.8	130.1	144.8	206.2	182.9	193.9	191.4	YU QIU
ABY-0123521	signal	YPO2467		161.6	180.6	120.9	207	175.3	107.8	114	186.7	126.5	153.4	154.4	160.6	192.4	230.2	283.7	303.2	264.1	280.1	80.3	67.5	103.9	97.3	87.3	55.9	237.7	344.4	281.5	294.6	318.8	312.1	YU QIU
ABY-0123524	signal	YPO2468		291.6	254.5	217.6	285.5	194.6	249.2	500.6	463	425.8	467.3	441.9	413.3	319	379.2	481.3	488.6	417.7	425	129.7	147.9	154.3	169	158.7	112.9	850.4	934	753.4	995.9	973.9	864.4	YU QIU
ABY-0123525	signal	YPO2469		66.1	138.7	57.3	77.3	109.9	46	33.9	103.3	70.2	47.7	48.6	20.3	17.2	23.8	16.6	27.1	22.8	24.8	17.8	20.1	22.5	12.4	30.1	23.4	67.5	83.3	14.5	42.2	75.5	61.6	YU QIU
ABY-0123526	signal	YPO2470		118.1	105.7	166.5	99.8	104.8	58.2	132.3	103.1	143.7	123.5	124	126.8	466	559.5	610.8	615.8	629.8	623	304.7	210.7	216.2	245.8	240	197.3	188.8	127	243.2	148.7	120.9	155	YU QIU
ABY-0123533	signal	YPO2471		177.1	199.7	105.7	152.4	199.3	229.3	249.7	184.7	214.2	171.5	201.4	191.4	54.3	51.6	44.7	49.5	40.5	47.6	56.8	92.6	79.1	101.3	101.3	80.1	117.7	106.6	85.7	130.7	118.9	124.3	YU QIU
ABY-0123534	signal	YPO2472		34.9	86.5	25.6	27.5	23.9	57.5	51.3	20.5	8.7	44.8	57.4	33.2	27	31.3	21.3	9.7	6.4	15	2.7	25.7	3.5	4.5	29.1	25.5	6.1	31.3	10.3	5.8	4	7.4	YU QIU
ABY-0123535	signal	YPO2473		25.6	170.7	52.3	20.9	46	46	34.1	72.2	61.2	56.3	37.1	42.4	31.2	52.2	31.1	32.8	49.2	42.2	24.3	28.7	25.2	25	27.4	22.7	6.7	37.6	8.6	7.2	45.3	13	YU QIU
ABY-0123536	signal	YPO2474		117	157	110.4	87	118.1	164.6	117.3	91.1	73.9	90.1	103.7	74.2	77	99.3	90.1	93.6	101	95.1	55.6	69.4	76.4	94.9	80.1	78.4	43.3	56.7	10.7	65.1	58.5	35.6	YU QIU
ABY-0123538	signal	YPO2475		16.1	43.7	15.8	22.2	7.9	33.6	18.7	29.9	26.2	21.8	20.1	14.6	12.5	27	18.1	14.3	9.8	6.9	4.8	14.7	11	16.9	11.3	15.3	27.1	13.5	35.2	1.1	10.8	4.4	YU QIU
ABY-0123545	signal	YPO2476		84.9	68.6	41.7	75.6	63.5	22.6	24.7	66.7	37.1	48.4	33.9	49	21.8	19.8	30.8	23.9	29.4	35.2	8.7	14.8	11.5	18.9	23.7	16.4	31.4	35.9	19.2	46	33.9	10.9	YU QIU
ABY-0123554	signal	YPO2477		71.2	53.2	37.8	73.5	41	114.5	90.3	142.7	103.7	111.4	82.7	143.4	76.5	86.8	54.7	80.3	100.6	65.2	46.2	41.7	58.8	45.4	59.7	78.9	44	54.7	63.1	61.1	49.4	85.8	YU QIU
ABY-0123556	signal	YPO2478		243.4	286.4	207.9	244.3	260.2	287.6	169	217.1	170.3	168.2	194.7	251.2	136.8	181.6	136.5	191.8	118.5	128.3	110	126.3	167.1	134.3	125.2	193.2	197.4	159.2	151.2	182.3	154.9	138	YU QIU
ABY-0123559	signal	YPO2479	manB2	194.5	216.7	191.2	216.1	215.4	203.1	136.7	248.7	187.4	193.4	185.7	213.3	153.4	179.3	168.9	149.4	149.1	155.4	118.1	156.2	138.2	158.1	167.4	158.7	111.1	168.2	173.4	223.5	173.8	188.4	YU QIU
ABY-0123563	signal	YPO2480	mtlK	67.6	77.2	29.7	97.7	68.2	98.3	130.5	184.7	127.3	160.1	99.4	119.6	95.3	82.7	96.1	112	67.2	93.4	49.7	64	66.8	69	80.3	79.4	81.6	61.6	77.9	68.5	99	65.2	YU QIU
ABY-0123566	signal	YPO2481		73.4	18.1	42.7	51.9	10.9	10.8	88.3	95.6	65.3	80.3	97.3	58.9	21	19.3	33.6	16.1	18.1	20.9	18.7	21.7	35.3	16.6	22	16.2	60.9	49.5	8.2	94.6	50	46.6	YU QIU
ABY-0123567	signal	YPO2482		68.5	57.4	47.4	24.5	17.1	68	114.1	103.4	98.5	95.6	116.3	181.1	27.2	19.8	5.1	14.5	25.9	32.8	27.9	26.9	21	32.9	44.3	39	40.3	59.7	12.8	76.3	84.3	25	YU QIU
ABY-0123568	signal	YPO2483		54.3	44.6	37.2	56.5	37.2	62.5	74.7	87	76.3	78.4	107.3	87.6	19.8	10.2	14.9	19.8	15.1	10.8	15.1	17.2	22.1	14.8	22.1	28.2	19.5	36.4	53.7	58	29.8	31.7	YU QIU
ABY-0123569	signal	YPO2484		44	84.6	45.3	14.1	50	72.6	111.9	151.2	109.1	63.2	85.4	85.6	20.5	2.4	9.5	11.2	3	18.4	8.8	23	13.9	28.9	39.1	13.4	30.8	48.9	99.5	36.5	32.4	37.9	YU QIU
ABY-0123570	signal	YPO2485		74.6	100.2	94.8	77.2	90.7	86.6	62.8	30	48.6	40.2	43.6	47.1	22.1	20.3	26.1	15.3	10.8	19.3	17.5	14.6	26.7	32.7	16.8	26.2	45.3	25.3	9.3	29.4	51.3	43.3	YU QIU
ABY-0123573	signal	YPO2487		1.3	15.8	3.6	0.9	1.7	1.4	0.9	18	11.4	0.6	10.6	13	0.7	1.7	0.6	3.4	0.4	10.1	0.4	5.3	8.3	4.5	0.7	6.1	1	5.5	16	1.5	14.8	10.8	YU QIU
ABY-0123575	signal	YPO2488		115.8	81.6	86.3	120.5	86.4	88.7	182.8	273.7	210.8	209.3	213.7	173.9	38	37.7	44.2	43.8	43.4	31.4	61.4	62.4	46.6	56.3	61	39.5	75.6	88.9	151.5	96.5	110.8	101.2	YU QIU
ABY-0123577	signal	YPO2489		21.8	37.1	67.9	37.9	50	18.1	87.9	85.6	92.4	81.8	61	89.4	29.4	17.3	24.2	20.2	22.9	28.7	35.3	35	29.8	28	30.5	1.8	57.5	87.6	70	46.8	81.3	68.8	YU QIU
ABY-0123580	signal	YPO2491		25.2	31.8	12.7	12.7	20	23.4	33	50.1	29.5	22.9	38.7	41.9	2.1	18	22.4	14.9	26.4	3.2	44	51.9	31.9	40.9	56.6	58.3	3.2	24.5	48.2	7.3	10.7	2.2	YU QIU
ABY-0123582	signal	YPO2492		218.2	238.5	133.7	226.3	230.4	229.2	70.2	135.8	79.4	87.7	66.1	58.3	27.9	24.3	12.9	16.5	25.2	48.9	25.4	24.8	35.5	28.9	50	33.8	84.3	88.2	73.9	51.7	42.1	58.3	YU QIU
ABY-0123585	signal	YPO2493		185.4	176.5	148.9	177.6	161.6	135.4	316.3	391.5	359.2	262.7	414.4	316.5	29.9	34.3	36.6	66.6	51.6	57.6	106.8	90.7	113.9	115.5	134.2	151.1	223.7	155.3	233.6	267.2	241.2	265.9	YU QIU
ABY-0123587	signal	YPO2494		63.7	89.2	35.9	79.5	80.3	14.5	110.5	164	144.4	105.1	178.6	131.3	41	32.2	30.2	24.2	36.2	30.4	38.6	35.3	50.8	41	46.1	33	94.7	96.8	180.5	94.1	113.8	84.9	YU QIU
ABY-0123603	signal	YPO2495		22.7	19.4	18.9	20.7	23.7	13	15.5	59.6	31	6.4	8	4.2	1.5	14	4.6	6	2.7	15.2	6.9	4.1	2.9	2.9	3.4	3	9.6	23.3	36.7	9.2	18.6	14.2	YU QIU
ABY-0123605	signal	YPO2496		76.7	66.7	90.8	87.8	77.1	97.5	140	250.7	218.8	159.8	225.3	189.7	22.5	16.7	18.5	15.1	21.5	17.2	38	46.2	25.5	56.6	45.9	58.9	46	75.1	139.5	79.6	61	47.6	YU QIU
ABY-0123608	signal	YPO2497		351.1	238.6	221.4	288.3	190.2	241.4	323.1	248.6	368.7	317.2	291.2	323.5	74.3	76.6	81.8	72.4	68.9	83.4	139.4	194.1	168.9	132.3	118.2	199.8	244.3	230	240.6	256.1	224.5	217.6	YU QIU
ABY-0123611	signal	YPO2498		117.4	111.3	171.9	119.7	88.9	124.7	182.8	263.6	187.2	130.4	144.8	185.6	104.8	78.7	91.2	130.4	132.1	135.2	192.3	193.2	142.1	118.4	100.8	99	53.5	54.1	70.3	65.4	69	68.6	YU QIU
ABY-0123614	signal	YPO2499		107.7	130.8	85.8	119.2	160.4	124	201.8	235.4	158.8	173.1	217.1	162	26.1	39.9	37.8	36.9	26.8	30.3	43.2	48.6	36	49.1	56	55.9	142.3	125.1	154.4	201.3	139.6	122.9	YU QIU
ABY-0123622	signal	YPO2500		62.5	141.6	52.5	114.2	82.6	46.2	431.2	356.6	350.6	364	388	333.4	23	15.2	21.4	15.5	28.2	29.7	46	59.6	39.2	57.1	47.2	74.7	96.3	103.8	130.3	131.4	114.3	67.4	YU QIU
ABY-0123627	signal	YPO2501	rbsB	160.3	133.9	94.6	214.2	109.5	131.3	955.1	526.1	755.7	829.4	737.7	850	21.8	21.5	28.1	24.7	18.2	26.6	87.5	95.4	159.3	119.1	94	149.1	284.5	372.8	283.8	328.7	400.3	336.3	YU QIU
ABY-0123629	signal	YPO2502	gutB	180.4	144.1	172.1	314.4	119.4	126.3	713.2	844	681.3	670.4	712.4	815.7	26.7	38.2	36.8	39.1	39.5	47.1	99	99.5	141	144.3	133.7	191.2	223.1	377.9	320.5	366.2	411	325.6	YU QIU
ABY-0123632	signal	YPO2503		9.4	25.2	4.9	19.2	4.2	25	16.7	17.5	15.4	29.7	4.8	26.6	1.6	1	8.2	0.4	1.5	8	0.6	1.6	2.3	1.3	1.7	1.7	3.8	28.3	50.3	11.4	10.3	2.7	YU QIU
ABY-0123633	signal	YPO2504		15.2	11	24.7	8.3	35.7	28.3	29.2	10	23.1	32.9	49.6	11.7	3.5	19.1	16.9	2.1	11.7	16.3	11	9	3.8	11.1	22.2	8.1	41	100.5	115.9	28.4	61	5.6	YU QIU
ABY-0123634	signal	YPO2505		97.1	57	44.1	43.3	69	127.1	61.7	86.3	66.7	68.6	88.5	45.6	75.8	50.4	37.5	43.4	46.8	57.2	34.3	29.2	29.1	22.9	46.5	44.4	92.8	136.5	80.9	109.6	66.4	118.2	YU QIU
ABY-0123641	signal	YPO2506	ompX	701.5	432.4	785.2	352.4	555.9	613.2	478.1	377	471.9	450.6	453.7	401.8	3447.4	3626.2	3283	3443.9	3888.4	3622.7	689	583.4	608	533.9	698.6	667.5	2091.9	1519	1338.8	1545.4	1519.7	1641	YU QIU
ABY-0123643	signal	YPO2507	rhtA	222.2	221.9	127	99.8	57.6	44.7	80.4	83.9	90.8	75.6	74.7	114.6	103.2	72.8	75.3	95.5	101.3	94.6	47.9	59.3	73.9	45.5	43.6	75.9	123	88.2	59.2	96.1	77	73.8	YU QIU
ABY-0123656	signal	YPO2508		152.3	162.4	122	95.7	106.3	134.3	147.7	158.3	158	143.9	119.3	111.7	105.4	131.8	119.8	142.8	133.3	141.4	63.7	49.8	57.8	57.3	58.5	66.7	182.9	97.8	142.3	193.8	158.7	131.5	YU QIU
ABY-0123658	signal	YPO2509	tam	204.8	148.6	149.8	122.7	181.4	165.7	187.7	167.3	301.8	180.6	196	209.9	131	133.4	150.8	145.6	123.6	152.9	78.6	82	65.6	71.8	88.8	54.8	460.5	332.6	352.9	360.9	363.2	404	YU QIU
ABY-0123659	signal	YPO2510	dps	3473.6	4143.1	2310.9	4051.8	2965.6	4600.5	6489.6	7266.7	6171.9	6104.3	6554.7	5505.4	1382.6	1055.8	1224.6	1379	1450.5	1108.1	1236	1288.2	1512.7	1589.9	1578.8	1972.7	9226.5	8934.8	8537.8	8668.8	8302.6	8200	YU QIU
ABY-0123662	signal	YPO2511		303.1	327.9	158.8	524.4	197.8	516.6	625.6	575.5	562.1	471.7	557.7	489.5	323.7	343.5	325.5	407.7	301.1	322.5	216.1	231.1	257.9	294.5	384.2	340	1804.1	1633.6	1907.1	2473.5	2409.6	1987.2	YU QIU
ABY-0123664	signal	YPO2512	glnH	798.1	580.3	539.5	593	544.7	403.4	2507.1	2256.8	2460	2238.3	2587.3	2061.7	326.7	348	475.6	429.2	425.8	487.9	524.1	518.7	562.4	527.4	577	451.5	2870.8	2762	3073.1	2961.9	3214.7	3018.1	YU QIU
ABY-0123666	signal	YPO2513	glnP	313.9	330.2	285.9	220.8	298.6	149.4	1101.3	900.5	1122.8	968.4	1240	888.5	180.7	220.3	225.3	202.1	202.1	202.4	342.7	298.2	280.9	314.3	318.8	257.2	409.6	475.1	425.2	487.3	539.2	511.8	YU QIU
ABY-0123672	signal	YPO2514	glnQ	732.5	699.6	529	563.5	574.5	452.3	1073.1	1180.3	1252.8	997.2	1217.6	984.9	323.1	280.3	246.2	249.3	216.8	233.4	409.7	434.3	432.2	386.2	449.4	373	336.1	287.3	346.2	235.7	364	307.8	YU QIU
ABY-0123676	signal	YPO2515		139	64.7	95.6	110.3	88.3	80.8	224.2	213	179.7	168.7	168.8	140.4	84.7	90.3	116	105.7	124	124	133.4	129.6	113.7	98.9	135.7	124.1	120.8	101.8	109	101.6	85.6	102	YU QIU
ABY-0123690	signal	YPO2519		365.4	414.7	431.4	355.7	342.3	286.2	387.5	447.4	392.5	387.9	338.4	364.7	359.2	320.4	311.9	399.3	347.1	369.2	371.5	354.1	387.6	343.4	310.1	280.8	197.6	223.8	236.1	242.6	187.7	195.8	YU QIU
ABY-0123691	signal	YPO2521		156	187.7	146	109	119	140.5	120.1	232	215.7	178.3	148.1	139.5	77.6	79.2	75.9	78.7	62.7	92.9	78.5	80.6	120.2	108.4	151.3	106.3	152.7	166	258.3	136.4	150.3	146.8	YU QIU
ABY-0123692	signal	YPO2522	ybiB	236.1	212.3	259	287.8	195.1	198.4	364.4	273.4	351.8	346.7	272.5	299.7	336.6	319.6	308.5	347.6	303.1	264.1	291.6	260.9	275.4	275.9	203.6	251.5	196.2	171.5	212.5	169.6	206.7	236.8	YU QIU
ABY-0123694	signal	YPO2523	menE	219.9	278.3	248.8	252.9	327.3	257.9	169.2	178.2	222	250.3	191.2	155	204.8	190.7	226.5	198.6	227.3	168.6	219.3	214.4	249.5	235.6	178.1	230.7	66.7	60.3	78.4	66.7	79.3	73.5	YU QIU
ABY-0123697	signal	YPO2524	menC	510.3	628.7	611.5	503.5	575.6	559.6	787.6	515.3	696.3	702.1	639.3	536.3	481.1	457.7	509.5	461.7	426.4	465.3	550.2	570.2	671.4	567.9	505.5	674.6	198.7	309.8	254.7	309.4	243.1	191.5	YU QIU
ABY-0123699	signal	YPO2525	menB	891	1040.1	999.2	899.5	1054.1	708.5	1384.2	906.8	1263.9	1340.6	1319	1022.3	716.4	597	817.8	895.9	875.5	767	894.9	739.4	1182	1024.1	903.4	1117.3	695.6	521.2	625.2	662.8	592.5	573.1	YU QIU
ABY-0123702	signal	YPO2526	menH	272.8	316.8	224.9	188.6	202.3	245.5	236.5	243.9	293	257.7	272.7	258.9	232.5	244.4	223.6	241.2	264.2	250.1	262.1	301	316.4	274.8	282.7	342	153.2	134.8	130.4	165.4	163.2	112.5	YU QIU
